Flow ID,Source IP,Source Port,Destination IP,Destination Port,Protocol,Timestamp,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length.1,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
172.16.0.1-192.168.10.50-14690-80-6,172.16.0.1,14690,192.168.10.50,80,6,7/7/2017 3:57,713535,3,6,26,11607,20,0,8.666666667,10.26320288,5840,0,1934.5,2538.919278,16303.3348,12.61325653,89191.875,251764.9148,712278,4,832,416.0,496.3889604,767,65,713473,142694.6,318407.0015,712278,4,0,0,0,0,72,132,4.204418844,8.408837688,0,5840,1163.3,2138.329153,4572451.567,0,0,0,1,0,0,0,0,2,1292.555556,8.666666667,1934.5,72,0,0,0,0,0,0,3,26,6,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
151.101.1.5-192.168.10.5-443-55203-6,151.101.1.5,443,192.168.10.5,55203,6,7/7/2017 3:30,3,2,0,37,0,31,6,18.5,17.67766953,0,0,0.0,0.0,12300000.0,666666.6667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,1,0,0,0,40,0,666666.6667,0.0,6,31,22.66666667,14.43375673,208.3333333,0,1,0,0,1,0,0,0,0,34.0,18.5,0.0,40,0,0,0,0,0,0,2,37,0,0,60,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
185.86.137.17-192.168.10.5-443-55043-6,185.86.137.17,443,192.168.10.5,55043,6,7/7/2017 3:30,0,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,inf,inf,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,40,0,0.0,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,4737,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
192.168.10.3-192.168.10.5-53-64884-17,192.168.10.5,64884,192.168.10.3,53,17,7/7/2017 3:30,121266,4,2,116,228,29,29,29.0,0.0,114,114,114.0,0.0,2836.739069,49.47800703,24253.2,41884.58388,96731,3,24532,8177.333333,14157.49463,24525,3,3,3.0,0.0,3,3,0,0,0,0,128,64,32.98533802,16.49266901,29,114,53.28571429,41.4757531,1720.238095,0,0,0,0,0,0,0,0,0,62.16666667,29.0,114.0,128,0,0,0,0,0,0,4,116,2,228,-1,-1,3,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
172.16.0.1-192.168.10.50-14565-80-6,172.16.0.1,14565,192.168.10.50,80,6,7/7/2017 3:57,1570571,3,5,26,11607,20,0,8.666666667,10.26320288,5840,0,2321.4,3173.373883,7406.860307,5.093688856,224367.2857,592600.3377,1568258,20,1646,823.0,1036.618541,1556,90,1570551,392637.75,783747.1243,1568258,201,0,0,0,0,72,112,1.910133321,3.183555535,0,5840,1292.555556,2554.159212,6523729.278,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
172.16.0.1-192.168.10.50-14493-80-6,172.16.0.1,14493,192.168.10.50,80,6,7/7/2017 3:57,4883808,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,4.914198101,0.819033017,1627936.0,2819159.508,4883221,215,4883808,1627936.0,2819159.508,4883221,215,0,0.0,0.0,0,0,0,0,0,0,80,0,0.819033017,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
172.16.0.1-192.168.10.50-14989-80-6,172.16.0.1,14989,192.168.10.50,80,6,7/7/2017 3:57,33830,3,4,26,11607,20,0,8.666666667,10.26320288,11595,0,2901.75,5795.50069,343866.3908,206.9169376,5638.333333,12717.71707,31560,50,1979,989.5,1328.653642,1929,50,33733,11244.33333,17617.22102,31560,180,0,0,0,0,72,92,88.67868756,118.2382501,0,11595,1454.125,4097.537534,16800000.0,0,0,0,1,0,0,0,0,1,1661.857143,8.666666667,2901.75,72,0,0,0,0,0,0,3,26,4,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
172.16.0.1-192.168.10.50-51933-80-6,172.16.0.1,51933,192.168.10.50,80,6,7/7/2017 3:56,912924,3,7,26,11607,20,0,8.666666667,10.26320288,4380,0,1658.142857,1942.877285,12742.57222,10.95381434,101436.0,304009.1566,912127,4,496,248.0,282.8427125,448,48,912909,152151.5,372310.4885,912127,4,0,0,0,0,72,152,3.286144301,7.667670036,0,4380,1057.545455,1720.253084,2959270.673,0,0,0,1,0,0,0,0,2,1163.3,8.666666667,1658.142857,72,0,0,0,0,0,0,3,26,7,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
172.16.0.1-192.168.10.50-50120-80-6,172.16.0.1,50120,192.168.10.50,80,6,7/7/2017 3:56,8791760,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,3.41228605,0.568714342,2197940.0,4395214.68,8790762,1,8791760,2197940.0,4395214.68,8790762,1,0,0.0,0.0,0,0,0,0,0,0,100,0,0.568714342,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,998.0,0.0,998,998,8790762.0,0.0,8790762,8790762,DDoS
172.16.0.1-192.168.10.50-14977-80-6,172.16.0.1,14977,192.168.10.50,80,6,7/7/2017 3:57,57149541,3,0,18,0,6,6,6.0,0.0,0,0,0.0,0.0,0.31496316,0.05249386,28600000.0,40400000.0,57100000,1036,57100000,28600000.0,40400000.0,57100000,1036,0,0.0,0.0,0,0,0,0,0,0,60,0,0.05249386,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,8.0,6.0,0.0,60,0,0,0,0,0,0,3,18,0,0,256,-1,2,20,1036.0,0.0,1036,1036,57100000.0,0.0,57100000,57100000,DDoS
172.16.0.1-192.168.10.50-14984-80-6,172.16.0.1,14984,192.168.10.50,80,6,7/7/2017 3:57,47021,3,4,26,11601,20,0,8.666666667,10.26320288,8675,0,2900.25,4088.041942,247272.4953,148.869654,7836.833333,12497.56351,29728,60,17041,8520.5,11076.82773,16353,688,46952,15650.66667,14816.37221,29728,192,0,0,0,0,72,92,63.80128028,85.06837371,0,8675,1453.375,3091.095642,9554872.268,0,0,0,1,0,0,0,0,1,1661.0,8.666666667,2900.25,72,0,0,0,0,0,0,3,26,4,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
172.16.0.1-192.168.10.50-49994-80-6,172.16.0.1,49994,192.168.10.50,80,6,7/7/2017 3:56,1578001,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,15.20911584,2.53485264,526000.3333,910186.4864,1576993,3,1578001,526000.3333,910186.4864,1576993,3,0,0.0,0.0,0,0,0,0,0,0,80,0,2.53485264,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
172.16.0.1-192.168.10.50-51764-80-6,172.16.0.1,51764,192.168.10.50,80,6,7/7/2017 3:56,71687499,9,5,62,11601,20,0,6.888888889,5.30199124,5840,0,2320.2,2436.833027,162.6922429,0.195292069,5514423.0,17700000.0,64000000,10,71400000,8924339.5,22400000.0,64000000,218,307052,76763.0,143738.8371,292142,189,0,0,0,0,192,112,0.125544901,0.069747167,0,5840,777.9333333,1723.622534,2970874.638,0,0,0,0,1,0,0,0,0,833.5,6.888888889,2320.2,192,0,0,0,0,0,0,9,62,5,11601,256,229,7,20,1265.0,0.0,1265,1265,35700000.0,40000000.0,64000000,7394024,DDoS
192.168.10.3-192.168.10.5-53-60375-17,192.168.10.5,60375,192.168.10.3,53,17,7/7/2017 3:30,23796,2,2,102,202,51,51,51.0,0.0,101,101,101.0,0.0,12775.25635,168.0954782,7932.0,13733.43085,23790,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,64,40,84.04773912,84.04773912,51,101,71.0,27.38612788,750.0,0,0,0,0,0,0,0,0,1,88.75,51.0,101.0,64,0,0,0,0,0,0,2,102,2,202,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
172.16.0.1-192.168.10.50-51888-80-6,172.16.0.1,51888,192.168.10.50,80,6,7/7/2017 3:56,96029,3,6,26,11607,20,0,8.666666667,10.26320288,5840,0,1934.5,2538.919278,121140.4888,93.72168824,12003.625,33632.61486,95239,2,641,320.5,358.5031381,574,67,95989,19197.8,42509.1661,95239,2,0,0,0,0,72,132,31.24056275,62.48112549,0,5840,1163.3,2138.329153,4572451.567,0,0,0,1,0,0,0,0,2,1292.555556,8.666666667,1934.5,72,0,0,0,0,0,0,3,26,6,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
192.168.10.3-192.168.10.5-53-56557-17,192.168.10.5,56557,192.168.10.3,53,17,7/7/2017 3:30,183278,4,2,136,214,34,34,34.0,0.0,107,107,107.0,0.0,1909.667281,32.7371534,36655.6,68959.82399,158533,4,24696,8232.0,14212.36071,24643,4,49,49.0,0.0,49,49,0,0,0,0,80,40,21.82476893,10.91238447,34,107,54.85714286,35.62035266,1268.809524,0,0,0,0,0,0,0,0,0,64.0,34.0,107.0,80,0,0,0,0,0,0,4,136,2,214,-1,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
192.168.10.16-199.244.48.55-42046-443-6,192.168.10.16,42046,199.244.48.55,443,6,7/7/2017 3:30,142963,50,61,1337,110185,570,0,26.74,107.0006313,2896,0,1806.311475,816.6455278,780075.9637,776.4246693,1299.663636,4983.149833,23187,1,142932,2916.979592,7305.905809,23882,1,119994,1999.9,6088.863599,24013,1,0,0,0,0,1272,1960,349.740842,426.6838273,0,2896,995.7321429,1076.3374,1158502.198,0,0,0,1,0,0,0,0,1,1004.702703,26.74,1806.311475,1272,0,0,0,0,0,0,50,1337,61,110185,29200,61,32,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
172.16.0.1-192.168.10.50-14312-80-6,172.16.0.1,14312,192.168.10.50,80,6,7/7/2017 3:56,694013,3,5,26,11601,20,0,8.666666667,10.26320288,5840,0,2320.2,2436.833027,16753.28848,11.52716159,99144.71429,260783.489,690542,30,3024,1512.0,1774.838021,2767,257,693983,173495.75,344700.1486,690542,188,0,0,0,0,72,112,4.322685598,7.204475997,0,5840,1291.888889,2110.95076,4456113.111,0,0,0,1,0,0,0,0,1,1453.375,8.666666667,2320.2,72,0,0,0,0,0,0,3,26,5,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
172.16.0.1-192.168.10.50-50066-80-6,172.16.0.1,50066,192.168.10.50,80,6,7/7/2017 3:56,360339,3,5,26,11607,20,0,8.666666667,10.26320288,7215,0,2321.4,3327.769794,32283.4886,22.20131598,51477.0,135702.9997,359222,3,886,443.0,456.7909806,766,120,360283,90070.75,179434.6048,359222,3,0,0,0,0,72,112,8.325493494,13.87582249,0,7215,1292.555556,2650.585648,7025604.278,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
172.16.0.1-192.168.10.50-49952-80-6,172.16.0.1,49952,192.168.10.50,80,6,7/7/2017 3:56,824757,3,5,26,11607,20,0,8.666666667,10.26320288,7215,0,2321.4,3327.769794,14104.76055,9.699826737,117822.4286,311170.666,823491,4,953,476.5,399.5153314,759,194,824670,206167.5,411549.2251,823491,4,0,0,0,0,72,112,3.637435026,6.062391711,0,7215,1292.555556,2650.585648,7025604.278,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
172.16.0.1-192.168.10.50-14851-80-6,172.16.0.1,14851,192.168.10.50,80,6,7/7/2017 3:57,4879900,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,6.14766696,1.02461116,1219975.0,2434613.958,4871893,4,4879900,1219975.0,2434613.958,4871893,4,0,0.0,0.0,0,0,0,0,0,0,100,0,1.02461116,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
172.16.0.1-192.168.10.50-14772-80-6,172.16.0.1,14772,192.168.10.50,80,6,7/7/2017 3:57,7802792,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,3.844777613,0.640796269,1950698.0,3899174.67,7799460,987,7802792,1950698.0,3899174.67,7799460,987,0,0.0,0.0,0,0,0,0,0,0,100,0,0.640796269,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,3332.0,0.0,3332,3332,7799460.0,0.0,7799460,7799460,DDoS
172.16.0.1-192.168.10.50-14542-80-6,172.16.0.1,14542,192.168.10.50,80,6,7/7/2017 3:57,2914919,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,8.233504945,1.372250824,971639.6667,1682050.33,2913904,1,2914919,971639.6667,1682050.33,2913904,1,0,0.0,0.0,0,0,0,0,0,0,80,0,1.372250824,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
144.76.121.178-192.168.10.5-443-55275-6,144.76.121.178,443,192.168.10.5,55275,6,7/7/2017 3:30,5,3,0,254,0,217,6,84.66666667,115.283708,0,0,0.0,0.0,50800000.0,600000.0,2.5,2.121320344,4,1,5,2.5,2.121320344,4,1,0,0.0,0.0,0,0,1,0,0,0,60,0,600000.0,0.0,6,217,117.75,115.0575943,13238.25,0,1,0,0,1,0,0,0,0,157.0,84.66666667,0.0,60,0,0,0,0,0,0,3,254,0,0,123,-1,2,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
172.16.0.1-192.168.10.50-50107-80-6,172.16.0.1,50107,192.168.10.50,80,6,7/7/2017 3:56,9714212,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,2.470606983,0.41176783,3238070.667,5607796.237,9713396,313,9714212,3238070.667,5607796.237,9713396,313,0,0.0,0.0,0,0,0,0,0,0,80,0,0.41176783,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,816.0,0.0,816,816,9713396.0,0.0,9713396,9713396,DDoS
172.16.0.1-192.168.10.50-52032-80-6,172.16.0.1,52032,192.168.10.50,80,6,7/7/2017 3:56,1008956,3,6,26,11607,20,0,8.666666667,10.26320288,5840,0,1934.5,2538.919278,11529.73965,8.920111482,126119.5,356441.0489,1008266,1,535,267.5,376.8879144,534,1,1008911,201782.2,450838.2061,1008266,4,0,0,0,0,72,132,2.973370494,5.946740988,0,5840,1163.3,2138.329153,4572451.567,0,0,0,1,0,0,0,0,2,1292.555556,8.666666667,1934.5,72,0,0,0,0,0,0,3,26,6,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
172.16.0.1-192.168.10.50-49866-80-6,172.16.0.1,49866,192.168.10.50,80,6,7/7/2017 3:56,6513630,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,3.684581409,0.614096901,2171210.0,3760050.21,6512942,241,6513630,2171210.0,3760050.21,6512942,241,0,0.0,0.0,0,0,0,0,0,0,80,0,0.614096901,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,688.0,0.0,688,688,6512942.0,0.0,6512942,6512942,DDoS
172.16.0.1-192.168.10.50-14437-80-6,172.16.0.1,14437,192.168.10.50,80,6,7/7/2017 3:57,6043869,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,3.97096628,0.661827713,2014623.0,3488560.806,6042866,4,6043869,2014623.0,3488560.806,6042866,4,0,0.0,0.0,0,0,0,0,0,0,80,0,0.661827713,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,1003.0,0.0,1003,1003,6042866.0,0.0,6042866,6042866,DDoS
172.16.0.1-192.168.10.50-15043-80-6,172.16.0.1,15043,192.168.10.50,80,6,7/7/2017 3:57,10800890,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,2.777548887,0.462924815,2700222.5,5399119.081,10800000,1,10800000,2700222.5,5399119.081,10800000,1,0,0.0,0.0,0,0,0,0,0,0,100,0,0.462924815,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,1989.0,0.0,1989,1989,10800000.0,0.0,10800000,10800000,DDoS
172.16.0.1-192.168.10.50-49706-80-6,172.16.0.1,49706,192.168.10.50,80,6,7/7/2017 3:56,991774,3,5,26,11607,20,0,8.666666667,10.26320288,10135,0,2321.4,4413.201989,11729.48676,8.066353827,141682.0,374317.9238,990555,3,937,468.5,658.3164133,934,3,991684,247921.0,495089.4961,990555,5,0,0,0,0,72,112,3.024882685,5.041471142,0,10135,1292.555556,3350.634907,11200000.0,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
172.217.3.98-192.168.10.14-443-57681-6,192.168.10.14,57681,172.217.3.98,443,6,7/7/2017 3:30,3896308,5,1,135,46,46,6,27.0,20.1246118,46,46,46.0,0.0,46.45423308,1.539919329,779261.6,1688253.409,3799007,3,3896308,974077.0,1883783.63,3799007,3,0,0.0,0.0,0,0,1,0,0,0,100,20,1.283266107,0.256653221,6,46,32.42857143,18.86670032,355.952381,0,1,0,0,1,0,0,0,0,37.83333333,27.0,46.0,100,0,0,0,0,0,0,5,135,1,46,257,424,4,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
192.168.10.16-199.244.48.55-42162-443-6,192.168.10.16,42162,199.244.48.55,443,6,7/7/2017 3:30,142443,47,55,1325,101497,570,0,28.19148936,110.2697559,4344,0,1845.4,978.8547844,721846.6334,716.075904,1410.326733,5204.898034,23391,1,142320,3093.913043,7497.835663,23576,48,119052,2204.666667,6379.967886,23808,2,0,0,0,0,1200,1768,329.956544,386.11936,0,4344,998.2718447,1158.918548,1343092.2,0,0,0,1,0,0,0,0,1,1008.058824,28.19148936,1845.4,1200,0,0,0,0,0,0,47,1325,55,101497,29200,61,30,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
192.168.10.16-199.244.48.55-42286-443-6,192.168.10.16,42286,199.244.48.55,443,6,7/7/2017 3:30,188543,49,66,1337,105841,570,0,27.28571429,108.0391519,4344,0,1603.651515,763.195559,568453.8805,609.940438,1653.885965,6330.098686,43875,0,188543,3927.979167,9528.618534,43896,1,165320,2543.384615,7853.02101,43877,1,0,0,0,0,1240,2120,259.8876649,350.0527731,0,4344,923.9482759,974.2881267,949237.3538,0,0,0,1,0,0,0,0,1,931.9826087,27.28571429,1603.651515,1240,0,0,0,0,0,0,49,1337,66,105841,29200,61,32,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
192.168.10.3-192.168.10.5-53-58690-17,192.168.10.5,58690,192.168.10.3,53,17,7/7/2017 3:30,82417,4,2,124,174,31,31,31.0,0.0,87,87,87.0,0.0,3615.758885,72.80051446,16483.4,26694.80785,61395,3,61402,20467.33333,35444.39905,61395,3,48,48.0,0.0,48,48,0,0,0,0,104,40,48.5336763,24.26683815,31,87,47.0,27.32520204,746.6666667,0,0,0,0,0,0,0,0,0,54.83333333,31.0,87.0,104,0,0,0,0,0,0,4,124,2,174,-1,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
172.16.0.1-192.168.10.50-49824-80-6,172.16.0.1,49824,192.168.10.50,80,6,7/7/2017 3:56,7765581,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,3.090560771,0.515093462,2588527.0,4482792.576,7764810,316,7765581,2588527.0,4482792.576,7764810,316,0,0.0,0.0,0,0,0,0,0,0,80,0,0.515093462,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,771.0,0.0,771,771,7764810.0,0.0,7764810,7764810,DDoS
192.168.10.1-192.168.10.3-53-61748-17,192.168.10.3,61748,192.168.10.1,53,17,7/7/2017 3:30,559,1,1,47,134,47,47,47.0,0.0,134,134,134.0,0.0,323792.4866,3577.817531,559.0,0.0,559,559,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,1788.908766,1788.908766,47,134,76.0,50.22947342,2523.0,0,0,0,0,0,0,0,0,1,114.0,47.0,134.0,32,0,0,0,0,0,0,1,47,1,134,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
172.16.0.1-192.168.10.50-51742-80-6,172.16.0.1,51742,192.168.10.50,80,6,7/7/2017 3:56,1037675,3,5,26,11607,20,0,8.666666667,10.26320288,10135,0,2321.4,4413.201989,11210.63917,7.709542969,148239.2857,391789.3768,1036734,4,656,328.0,458.2051942,652,4,1037535,259383.75,518233.5568,1036734,92,0,0,0,0,72,112,2.891078613,4.818464355,0,10135,1292.555556,3350.634907,11200000.0,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
172.16.0.1-192.168.10.50-50040-80-6,172.16.0.1,50040,192.168.10.50,80,6,7/7/2017 3:56,676648,3,5,26,11601,20,0,8.666666667,10.26320288,5840,0,2320.2,2436.833027,17183.23264,11.82298625,96664.0,251496.4802,666958,108,9108,4554.0,6287.593498,9000,108,676436,169109.0,331925.4722,666958,164,0,0,0,0,72,112,4.433619844,7.389366406,0,5840,1291.888889,2110.95076,4456113.111,0,0,0,1,0,0,0,0,1,1453.375,8.666666667,2320.2,72,0,0,0,0,0,0,3,26,5,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
172.16.0.1-192.168.10.50-14483-80-6,172.16.0.1,14483,192.168.10.50,80,6,7/7/2017 3:57,383106,3,5,26,11601,20,0,8.666666667,10.26320288,8760,0,2320.2,3668.897,30349.3028,20.88194912,54729.42857,136522.0692,363961,60,18704,9352.0,12505.89053,18195,509,383046,95761.5,179012.8102,363961,178,0,0,0,0,72,112,7.83073092,13.0512182,0,8760,1291.888889,2866.607422,8217438.111,0,0,0,1,0,0,0,0,1,1453.375,8.666666667,2320.2,72,0,0,0,0,0,0,3,26,5,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
172.16.0.1-192.168.10.50-52022-80-6,172.16.0.1,52022,192.168.10.50,80,6,7/7/2017 3:56,73175106,8,6,56,11601,20,0,7.0,5.656854249,4380,0,1933.5,1757.789948,159.3028099,0.191321896,5628854.308,17100000.0,61700000,3,72400000,10300000.0,23000000.0,61700000,3,793476,158695.2,339835.6567,766286,48,0,0,0,0,172,132,0.109326798,0.081995098,0,4380,777.5333333,1434.571657,2057995.838,0,0,0,0,1,0,0,0,0,833.0714286,7.0,1933.5,172,0,0,0,0,0,0,8,56,6,11601,256,229,6,20,934.0,0.0,934,934,36200000.0,36100000.0,61700000,10600000,DDoS
172.16.0.1-192.168.10.50-51943-80-6,172.16.0.1,51943,192.168.10.50,80,6,7/7/2017 3:56,154751,3,5,26,11607,20,0,8.666666667,10.26320288,7215,0,2321.4,3327.769794,75172.37368,51.69595027,22107.28571,58115.49963,153900,4,630,315.0,422.8498551,614,16,154731,38682.75,76812.02144,153900,4,0,0,0,0,72,112,19.38598135,32.30996892,0,7215,1292.555556,2650.585648,7025604.278,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
172.16.0.1-192.168.10.50-14725-80-6,172.16.0.1,14725,192.168.10.50,80,6,7/7/2017 3:57,319252,3,6,26,11601,20,0,8.666666667,10.26320288,4380,0,1933.5,1757.789948,36419.50559,28.19089622,39906.5,105113.9817,299536,4,19024,9512.0,13446.34255,19020,4,319228,63845.6,132014.2342,299536,14,0,0,0,0,72,132,9.396965407,18.79393081,0,4380,1162.7,1645.241762,2706820.456,0,0,0,1,0,0,0,0,2,1291.888889,8.666666667,1933.5,72,0,0,0,0,0,0,3,26,6,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
172.16.0.1-192.168.10.50-14280-80-6,172.16.0.1,14280,192.168.10.50,80,6,7/7/2017 3:56,66650,3,5,26,11607,20,0,8.666666667,10.26320288,10135,0,2321.4,4413.201989,174538.6347,120.0300075,9521.428571,24706.30164,65546,3,862,431.0,605.2834047,859,3,66625,16656.25,32595.39861,65546,5,0,0,0,0,72,112,45.01125281,75.01875469,0,10135,1292.555556,3350.634907,11200000.0,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
